gene_short_name	locus	expression
FAM161A	2:62051988-62081278	1.03324720170349
FAM161B	14:74398203-74417117	2.01199216069654
FAM162A	3:122103022-122131181	8.18104614969343
FAM162B	6:117073362-117086886	3.63351560896263
FAM163A	1:179712297-179785333	0.89907145826146
FAM163B	9:136444078-136451319	7.72476007696241
FAM166A	9:140138035-140142222	4.5747749065049
FAM166B	9:35561827-35563896	5.97278819652274
FAM167A	8:11278971-11332224	9.9267497449182
FAM167B	1:32712833-32714457	4.280797210522
FAM168A	11:73111531-73309234	4.58232395350933
FAM168B	2:131805448-131851033	8.95397628424689
FAM169A	5:74073398-74162776	0.757881144527346
FAM169B	15:98980390-99057611	9.41521581728011
FAM170A	5:118965253-118971517	0
FAM170B	10:50339198-50342053	0
FAM170B-AS1	10:50329883-50359592	0
FAM171A1	10:15253641-15413061	3.55250890599564
FAM171A2	17:42430582-42441243	8.63193682394922
FAM171B	2:187558697-187630685	7.76796230580658
FAM172A	5:92953774-93447404	6.62052348256111
FAM172BP	3:101237710-101242731	5.68868838017806
FAM173A	16:770580-772601	3.99298797594383
FAM173B	5:10226441-10250009	8.07673535076901
FAM174A	5:99871008-99922445	6.73551534302533
FAM174B	15:93160672-93353114	1.36107471073046
FAM175A	4:84382091-84444501	1.75806158687919
FAM175B	10:126490353-126525239	9.52805470209569
FAM177A1	14:35514112-35582336	7.238719179295
FAM177A1P1	4:99877132-99877918	0
FAM177B	1:222910548-222924147	9.45599341997877
FAM178A	10:102672325-102724893	0.284501682035625
FAM178B	2:97541619-97684175	2.45641182176769
FAM179A	2:29179476-29284239	4.10986257251352
FAM179B	14:45431410-45543634	5.01372588332742
FAM180A	7:135413095-135433594	8.3664517942816
FAM180B	11:47608197-47610746	7.82083653146401
FAM181A	14:94385239-94395954	2.38824496045709
FAM181A-AS1	14:94371075-94393412	0
FAM181B	11:82443052-82444906	1.85979172587395
FAM182A	20:26035290-26073683	5.89334554737434
FAM182B	20:25744101-25848861	0.936738473828882
FAM183A	1:43610823-43622067	4.92746813455597
FAM183B	7:38724945-38726637	1.77717242622748
FAM183CP	8:29779028-29811240	0
FAM184A	6:119280927-119470552	7.94547920580953
FAM184B	4:17630928-17783135	1.20427023619413
FAM185A	7:102389417-102449672	5.83667596103624
FAM185BP	7:76713202-76751433	6.37898480053991
FAM186A	12:50720012-50790405	3.7812778679654
FAM186B	12:49976667-49999422	5.87643415899947
FAM187A	17:42977134-42982758	9.03481812682003
FAM187B	19:35715702-35719632	6.57956912415102
FAM187B2P	19:35723193-35723906	8.00143376924098
FAM188A	10:15820168-15902519	2.07688146503642
FAM188B2	3:150588831-150612089	0
FAM188B	7:30811032-30932002	0.440010766033083
FAM189A1	15:29412456-29862927	3.79827170167118
FAM189A2	9:71939487-72007371	6.71264728764072
FAM189B	1:155216995-155225274	8.82656165864319
FAM189B	HSCHR1_2_CTG31:155232399-155240678	0
FAM192A	16:57186377-57220028	2.5131447496824
FAM193A	4:2626987-2734292	5.51946780644357
FAM193B	5:176946788-176981542	1.18172706570476
FAM194A	3:150377671-150421758	0
FAM194B	13:46108656-46189874	8.11244011158124
FAM195A	16:691812-698474	7.45949131436646
FAM195B	17:79780286-79791178	1.56492930836976
FAM196A	10:128933693-128994422	2.47711936244741
FAM196B	5:169291267-169407744	5.00417151022702
FAM197Y1	Y:9374240-9384693	0
FAM197Y2	Y:9355207-9364506	0
FAM197Y3	Y:9334895-9342768	0
FAM197Y6	Y:9225730-9233636	0
FAM197Y7	Y:9205411-9235047	0
FAM197Y8	Y:9185119-9193010	0
FAM197Y9	Y:6124307-6131994	0
FAM198A	3:43020758-43101703	5.336243447382
FAM198B	4:159045625-159094470	7.45033503044397
FAM199X	HG1441_PATCH:103421548-103450831	0
FAM199X	X:103411300-103440583	7.33298567822203
FAM19A1	3:68053358-68594776	2.70423008594662
FAM19A2	12:62102039-62672931	2.21553717507049
FAM19A3	1:113263040-113269857	1.22512091649696
FAM19A4	3:68780916-68981761	0.515291586052626
FAM19A5	22:48885271-49246724	9.38941302709281
FAM200A	7:99143930-99156159	5.8598897466436
FAM200B	4:15683284-15707188	9.57995220320299
FAM201A	9:38620470-38624987	0.95428406028077
FAM201B	2:133110239-133112412	8.82112897466868
FAM203A	8:145192671-145195746	1.61174408625811
FAM203B	8:145437879-145440835	8.77321362262592
FAM204A	10:120065400-120101840	5.0263166311197
FAM204BP	1:197715880-197716581	5.78149896580726
FAM204CP	13:76262691-76263333	0
FAM205A	9:34723051-34729464	0
FAM205B	9:34832291-34838583	0
FAM205CP	9:34889060-34895775	0
FAM206A	9:111696460-111713024	2.08113957894966
FAM206BP	13:46844211-46844752	0
FAM207A	21:46359924-46396904	4.41538880579174
FAM207BP	13:19271142-19271647	4.75293544353917
FAM207CP	21:15164955-15165462	0.572668004315346
FAM208A	3:56654160-56717265	1.83441572124138
FAM208B	10:5726800-5805703	4.10319747170433
FAM209A	20:55092242-55101198	7.47423240914941
FAM209B	20:55108301-55111576	9.18085174635053
FAM20A	17:66531253-66597530	4.57216279115528
FAM20B	1:178994938-179045697	0.90881965123117
FAM20C	7:192968-300711	3.94756584661081
FAM210A	18:13663345-13726662	3.14535986399278
FAM210B	20:54933970-54943719	0.585058971773833
FAM210CP	10:27638645-27639219	0
FAM210CP	HSCHR10_1_CTG2:27685945-27686519	0
FAM211A	17:16344890-16395467	7.97071258304641
FAM211A-AS1	17:16342135-16381992	7.70808293949813
FAM211B	22:24981587-24989175	8.13986683264375
FAM212A	3:49840686-49842463	4.437595019117
FAM212B	1:112223251-112298446	9.68431880464777
FAM212B-AS1	1:112282462-112290420	9.76579885929823
FAM213A	10:82167584-82192753	6.88172139925882
FAM213B	1:2517929-2522908	8.51464647334069
FAM214A	15:52873513-53002014	4.24474767874926
FAM214B	9:35104108-35116338	8.32267749123275
FAM215A	17:41994575-41995326	0.362534977030009
FAM215B	17:44636195-44640161	1.80469756480306
FAM216A	12:110906168-110928190	9.93944850983098
FAM216B	13:43355685-43365683	0
FAM217A	6:4049667-4087578	0
FAM217B	20:58508818-58523735	8.4555732854642
FAM218A	4:165878099-165880273	4.15406195446849
FAM218BP	4:165850645-165851103	0
FAM219A	9:34398181-34458568	7.62213880894706
FAM219B	15:75192327-75199462	9.9168060021475
FAM21A	10:51827647-51893269	9.7418654942885
FAM21A	HG1074_PATCH:51275933-51341555	0
FAM21B	10:47894022-47949412	6.14550138823688
FAM21C	10:46222647-46288409	7.15622478164732
FAM21C	HG1211_PATCH:46222647-46288409	0
FAM21D	10:51187937-51192032	9.73740907851607
FAM21FP	10:46201878-46222679	4.30907369125634
FAM220A	7:6369039-6388612	4.55210365122184
FAM220BP	9:38527093-38527909	0
FAM220CP	9:99883940-99884771	2.92432049755007
FAM221A	7:23719748-23742868	3.83822390111163
FAM221B	9:35816387-35828744	1.84254146413878
FAM222A	12:110152032-110208312	4.30422516306862
FAM222A-AS1	12:110171970-110211313	0
FAM222B	17:27082995-27182250	2.62393474811688
FAM223B	HG1497_PATCH:153739715-153740423	0
FAM223B	HG1497_PATCH:153800942-153801650	0
FAM224A	Y:20488138-20515096	3.62238843459636
FAM224B	Y:19664679-19691634	3.50991718936712
FAM225A	9:115875352-115882208	0.30394934816286
FAM225B	9:115865617-115873780	8.98321855114773
FAM226A	HG1438_PATCH:71997457-71998947	0
FAM226B	X:71997431-71998921	1.85359406750649
FAM227A	22:38974124-39052634	8.11582501977682
FAM227B	15:49619158-49913128	6.40765910502523
FAM228A	2:24397937-24423718	6.95596041623503
FAM228B	2:24299395-24392509	7.30637411121279
FAM229A	1:32826870-32829879	0.0182579504325986
FAM229B	6:112408801-112423993	3.60064988955855
FAM229B	HG1304_PATCH:112408801-112423993	0
FAM230A	22:20692437-20716938	0
FAM230B	22:21522046-21546445	0.321306826081127
FAM230C	22:21655278-21679331	2.3961897357367
FAM231A	1:16999497-17000007	0
FAM231B	1:16865560-16866070	0
FAM231C	1:17060446-17060956	0
FAM231D	1:149675977-149676609	7.25834967801347
FAM24A	10:124670216-124672627	0
FAM24B	10:124608593-124639157	6.64102456765249
FAM25A	10:88780062-88784487	6.73852770589292
FAM25B	10:47177203-47181681	4.81181731447577
FAM25C	10:49199648-49207818	3.31510575022548
FAM25C	HG1211_PATCH:48405840-48414013	0
FAM25D	10:51214506-51216406	0.708116297610104
FAM25E	10:46310875-46313036	4.6741781430319
FAM25E	HG1211_PATCH:46310875-46313036	0
FAM25G	10:48247668-48252143	1.66235400596634
FAM25G	HG1211_PATCH:47982666-47987141	0
FAM25HP	10:47740329-47747200	3.21586964186281
FAM26D	6:116850173-116880031	0
FAM26E	6:116832808-116845955	7.16032923199236
FAM26F	6:116782532-116784934	5.81669363658875
FAM27A	9:45727106-45728274	2.70465060137212
FAM27B	9:67792937-67794111	4.1770983603783
FAM27C	9:44990313-44991483	2.7282353094779
FAM27D1	9:46389109-46391556	0.654312213882804
FAM27E1	9:46385690-46387031	7.72703545400873
FAM27E2	9:45733558-45734896	9.56156257074326
FAM27E3	9:67784943-67786624	4.50672227423638
FAM27E4	9:44997776-44999352	6.99775570537895
FAM27L	17:21825296-21826499	0
FAM32A	19:16296190-16302857	7.55606726743281
FAM32B	22:17694617-17695045	0
FAM35A	10:88853917-88951225	0.761335173156112
FAM35BP	10:46897591-46939143	0.230619939975441
FAM35BP	HG1211_PATCH:47105921-47147473	0
FAM35CP	14:88418870-88421547	3.17093673627824
FAM35DP	10:47379726-47420712	3.41399329248816
FAM35DP	HG1211_PATCH:48185154-48226140	0
FAM35EP	10:49087397-49094515	3.51636609993875
FAM3A	HG1497_PATCH:153673486-153684710	0
FAM3A	X:153733349-153744566	1.56668848590925
FAM3B	21:42676138-42729358	8.99707574862987
FAM3C2	X:23093874-23094884	2.43440575199202
FAM3C	7:120988904-121036418	4.26666086772457
FAM3D	3:58619672-58652575	7.28463040897623
FAM41AY1	Y:19612837-19626898	0
FAM41AY2	Y:20552879-20566932	0
FAM41C	1:803450-812283	0.911099826917052
FAM43A	3:194406621-194409762	7.07232950022444
FAM43B	1:20878931-20881512	2.62348712421954
FAM45A	10:120863597-120897496	5.42614339850843
FAM45B	X:129628938-129630562	8.36030513048172
FAM46A	6:82201155-82462491	0.314152126666158
FAM46B	1:27331510-27339327	2.41419578669593
FAM46C	1:118148555-118170994	2.44877018034458
FAM46D	X:79591002-79700810	5.15786672243848
FAM47A	X:34147868-34150447	0
FAM47B	X:34960912-34963034	0
FAM47C	HG1423_PATCH:37026475-37029783	0
FAM47C	X:37026431-37029739	6.72414766391739
FAM47DP	HG1424_PATCH:37401138-37405324	0
FAM47DP	X:37400329-37404515	0.541436087805778
FAM47E	4:77135192-77204933	4.58858083933592
FAM47E-STBD1	4:77172873-77232282	6.11210885224864
FAM47E-STBD1	4:77172885-77232752	0.876130156684667
FAM49A	2:16730726-16847599	7.13469014968723
FAM49B	8:130851838-131029375	6.38662215089425
FAM50A	HG1497_PATCH:153612593-153619122	0
FAM50A	X:153672472-153679002	8.61341334413737
FAM50B	6:3849619-3851551	1.87480338849127
FAM53A	4:1619641-1686029	4.71890767803416
FAM53B	10:126307860-126432838	6.38976927381009
FAM53B-AS1	10:126392193-126402786	0
FAM53C	5:137667623-137685416	3.70746857253835
FAM57A	17:635651-646206	5.387459367048
FAM57B	16:30035747-30064299	2.40006363252178
FAM58A	HG1497_PATCH:152756398-152767649	0
FAM58A	X:152853376-152865500	0.925456434488297
FAM58BP	1:200182655-200183643	3.29296023817733
FAM58CP	Y:28772666-28773306	0.925700389780104
FAM58DP	13:19956347-19957525	7.25200098007917
FAM60A	12:31433517-31479992	3.73191060265526
FAM60BP	18:23835661-23836319	9.45004913490266
FAM60CP	18:57684009-57684673	9.48300702031702
FAM63A	1:150969024-150980851	8.81446320796385
FAM63B	15:59063390-59154099	6.26913361717016
FAM64A	17:6347734-6354789	9.41062974045053
FAM65A	16:67552320-67580691	4.32612673379481
FAM65B	6:24797600-25042238	6.85376957524568
FAM65C	20:49202644-49308065	2.80348253436387
FAM66A	8:12219526-12268510	7.53878233488649
FAM66B	8:7159132-7212876	1.25174490502104
FAM66C	12:8332804-8368747	3.90126974787563
FAM66D	8:11973290-12008698	0.35034806933254
FAM66E	8:7812535-7866277	5.17382757505402
FAM69A	1:93307723-93427057	8.49013861268759
FAM69B	9:139607021-139618502	4.70486035104841
FAM69C	18:72102962-72125179	2.10075193783268
FAM71A	1:212797788-212800120	0
FAM71B	5:156588856-156593275	0
FAM71C	12:100041530-100043824	0
FAM71D	14:67656109-67695267	0.485058336053044
FAM71E1	19:50970041-50980010	8.36645358242095
FAM71E2	19:55866275-55874628	4.3264386896044
FAM71F1	7:128349114-128371797	0
FAM71F2	7:128312341-128326929	5.14387189177796
FAM72A	1:206136915-206155151	8.60697733238339
FAM72A	HG1293_PATCH:206249816-206265981	0
FAM72B	1:120837755-120855681	5.07637402042747
FAM72B	HG1292_PATCH:121710268-121728190	0
FAM72C	1:149438749-149459549	9.5792092080228
FAM72C	HG1287_PATCH:144641705-144658404	0
FAM72D	1:143896451-143913143	5.0475886487402
FAM72D	HG1287_PATCH:145782414-145799107	0
FAM73A	1:78245308-78344106	0.664353419560939
FAM73B	9:131798899-131834361	3.40135816950351
FAM74A1	9:39900345-39906219	0
FAM74A2	9:41306132-41311985	0
FAM74A3	9:40715661-40722679	5.07368437247351
FAM74A4	9:65487272-65494248	2.43605342926458
FAM74A5	9:39371061-39376913	0
FAM74A6	9:41516045-41523018	6.4131251280196
FAM76A	1:28052489-28089633	2.78469493845478
FAM76B	11:95502105-95523573	1.32148432079703
FAM78A	9:134133462-134151934	6.39908386627212
FAM78B	1:166026673-166136206	5.29826944693923
FAM81A	15:59664891-59815748	3.04595323046669
FAM81B	5:94727047-94786158	4.27936092484742
FAM83A	8:124191199-124222314	0.314175630919635
FAM83A-AS1	8:124213411-124214983	5.03224433166906
FAM83B	6:54711568-54806820	0.277039336506277
FAM83C	20:33873533-33880204	1.39268641127273
FAM83C-AS1	20:33873053-33873559	0
FAM83D	20:37554954-37581703	3.28933692304417
FAM83E	19:49104066-49118111	4.64843020541593
FAM83F	22:40390952-40439533	6.68561670463532
FAM83G	17:18872101-18908117	9.96533384779468
FAM83H	8:144806102-144815971	0.627232859842479
FAM83H-AS1	8:144816309-144828507	5.85031250026077
FAM83H-AS1	HG104_HG975_PATCH:144816309-144828507	0
FAM83H	HG104_HG975_PATCH:144806102-144815971	0
FAM84A	2:14772809-14789765	8.93650486366823
FAM84B	8:127564686-127570638	5.46841120347381
FAM85A	8:12051975-12053789	5.82878581713885
FAM85B	8:8025340-8084136	5.5009901127778
FAM86A	16:5134304-5147809	8.83242765208706
FAM86B1	8:12039604-12051642	9.12964370800182
FAM86B2	8:12282912-12293915	1.52438635239378
FAM86B3P	8:8086116-8102387	8.74183311592788
FAM86C1	11:71498555-71512282	8.97375031141564
FAM86C2P	11:67559118-67572807	6.97727025253698
FAM86DP	3:75470702-75484261	6.23038857243955
FAM86EP	4:3943486-3957146	0.666256416589022
FAM86FP	12:8385107-8395544	0.492162879090756
FAM86GP	11:3431581-3443726	8.51336387917399
FAM86HP	3:129817934-129830315	7.27278737118468
FAM86JP	3:125635462-125648867	8.62827522912994
FAM86KP	4:9155021-9167177	0.0198927288874984
FAM86LP	7:6971314-6979234	0
FAM86MP	4:9694118-9704578	8.45144927501678
FAM87A	8:325930-333174	3.74111863318831
FAM87B	1:752750-755214	7.70624860422686
FAM89A	1:231154703-231175992	8.78246423788369
FAM89B	11:65339819-65341669	5.42887666029856
FAM8A1	6:17600585-17611950	2.96331497374922
FAM8A2P	11:56098822-56099964	0
FAM8A2P	HG142_HG150_NOVEL_TEST:56098822-56099964	0
FAM8A3P	2:150177106-150177950	0
FAM8A4P	Y:14442349-14443562	0
FAM8A5P	HSCHR6_MHC_DBB:32474890-32476022	0
FAM8A5P	HSCHR6_MHC_MANN:32650483-32651614	0
FAM8A5P	HSCHR6_MHC_SSTO:32596911-32598043	0
FAM8A6P	6:134924701-134925836	0
FAM90A10P	8:7626498-7629510	0
FAM90A1	12:8373855-8380214	5.87816657498479
FAM90A11P	8:7869303-7874533	8.95415520528331
FAM90A12P	8:7884598-7889827	3.09603102738038
FAM90A13P	8:7137291-7140766	0
FAM90A14P	8:7572964-7575975	0
FAM90A15P	8:7114425-7117436	0
FAM90A16P	8:7588260-7591271	0
FAM90A17P	8:7603555-7614766	0
FAM90A18P	8:7580612-7591823	0
FAM90A19P	8:7611203-7614214	0
FAM90A20P	8:7152535-7155546	0
FAM90A21P	8:7421319-7440175	1.12575882812962
FAM90A22P	8:7429516-7432528	0
FAM90A24P	8:7876950-7888168	0
FAM90A25P	8:12272588-12275599	5.89872696204111
FAM90A26	4:9172134-9178453	2.19678363995627
FAM90A27P	19:53784807-53788200	0
FAM90A28P	19:53802303-53811897	0
FAM90A2P	8:12029710-12036084	0.653987713158131
FAM90A3P	8:7122047-7132680	0
FAM90A4P	8:7129669-7132680	0
FAM90A5P	8:7144913-7148476	0
FAM90A6P	8:7406574-7409584	0.223139675799757
FAM90A7P	8:7414221-7417234	6.5714385942556
FAM90A8P	8:7595908-7598918	0
FAM90A9P	8:7618851-7621862	0
FAM91A1	8:124780695-124827692	8.13825737684965
FAM92A1	8:94710788-94743755	8.72567308600992
FAM92A1P1	15:41455359-41456572	8.80685880547389
FAM92A1P2	4:183958817-183961272	0
FAM92B	16:85131964-85146114	0
FAM95B1	9:42466316-42474239	5.61144317733124
FAM96A	15:64364757-64386217	0.581184863112867
FAM96AP1	3:28469453-28469935	0
FAM96AP2	1:228302697-228303174	2.5562122114934
FAM96B	16:66965958-66968326	3.84202848887071
FAM98A	2:33808724-33824449	0.595632533077151
FAM98B	15:38746327-38779911	9.24894656520337
FAM98C	19:38893774-38899728	5.64665006939322
FAM99A	11:1686826-1689086	0
FAM99B	11:1704498-1706859	0
FAM9A	X:8758835-8769424	9.8516266932711
FAM9B	X:8992272-9132680	4.3491033045575
FAM9C	X:13053736-13062801	3.6809561913833
FAN1	15:31196054-31235311	7.4437745846808
FANCA	16:89803956-89883065	2.3212851327844
FANCB	X:14861528-14891191	3.96643433952704
FANCC	9:97861335-98079991	8.34042998962104
FANCD2	3:10068097-10143614	0.709659883286804
FANCD2OS	3:10123000-10149915	2.59825984947383
FANCD2P2	3:11901147-11932646	8.15278788097203
FANCE	6:35420137-35434880	9.95406543835998
FANCF	11:22644078-22647387	2.39505105419084
FANCG	9:35073831-35080013	7.61601726757362
FANCI	15:89787179-89860492	7.53240621648729
FANCL	2:58386377-58468507	3.55375722981989
FANCM	14:45605142-45670093	8.29834961565211
FANK1	10:127585107-127698161	9.26406092941761
FANK1-AS1	10:127660756-127661695	0
FAP	2:163027193-163101661	2.40528271300718
FAR1	11:13690216-13753893	7.45251917280257
FAR1-IT1	11:13690873-13691696	0
FAR1P1	13:90823119-90824053	0
FAR2	12:29302035-29493913	2.49030519276857
FAR2P1	2:130748028-130808704	8.09413769980893
FAR2P2	2:131174327-131188936	9.67380733694881
FAR2P3	2:131447705-131476404	0.864499174058437
FAR2P4	2:132046325-132066641	4.8099836637266
FARP1	13:98794815-99102027	1.1432374548167
FARP1-AS1	13:99087658-99088094	0
FARP2	2:242295657-242434256	4.03782566776499
FARS2	6:5261276-5771813	8.70610278798267
FARSA	19:13033292-13044851	3.15688389353454
FARSB	2:223435254-223521056	0.775313787162304
FARSBP1	10:82535920-82537844	0
FAS	10:90750413-90775542	6.31813105428591
FASLG	1:172628153-172636014	5.0605913088657
FASN	17:80036213-80056208	2.03288821969181
FASTK	7:150773710-150777953	1.13732445519418
FASTKD1	2:170386258-170430385	8.38606471428648
FASTKD2	2:207630080-207657233	2.83497873693705
FASTKD3	5:7859271-7869150	0.286661761347204
FASTKD5	20:3127164-3140543	8.47083758795634
FAT1	4:187508936-187647876	9.56652397988364
FAT1P1	20:10869229-10869736	0
FAT2	5:150883653-150948505	4.2382371542044
FAT3	11:92085261-92629618	7.9100315622054
FAT4	4:126237553-126414087	6.68681506998837
FATE1	X:150884506-150891666	5.69860253017396
FAU	11:64888099-64889945	0.596240309532732
FAUP1	18:72057118-72057532	0.528878404293209
FAUP2	3:180960132-180960689	0
FAXC	6:99719044-99797938	4.8212331160903
FAXDC2	5:154198050-154238812	7.98581639770418
FBF1	17:73905654-73937221	2.76991953141987
FBL	19:40325097-40337054	2.33980552526191
FBLIM1	1:16083101-16113089	5.59826610609889
FBLL1	5:167956120-167957639	7.41595195606351
FBLN1	22:45898117-45997015	7.22490416606888
FBLN2	3:13573823-13679922	3.06751169264317
FBLN5	14:92335755-92414331	5.38260337430984
FBLN7	2:112895961-112945791	7.77529958635569
FBN1	15:48700502-48938046	1.2057899706997
FBN2	5:127593600-127994878	0.0766227627173066
FBN3	19:8130285-8214730	0
FBP1	9:97365414-97402531	8.97720103384927
FBP2	9:97321001-97356075	0
FBRS	16:30669751-30682135	7.23297860473394
FBRSL1	12:133066136-133161774	9.05813692137599
FBXL12	19:9920942-9938492	7.68915142863989
FBXL13	7:102453307-102715286	9.88853354472667
FBXL14	12:1675158-1703331	0.308004112448543
FBXL15	10:104178945-104182893	9.32199161034077
FBXL16	16:742499-755829	8.28659284859896
FBXL17	5:107194735-107717799	2.52993865637109
FBXL18	7:5470965-5553429	6.10228753415868
FBXL19	16:30934375-30960104	8.41789981583133
FBXL19-AS1	16:30930639-30934590	9.08465593121946
FBXL20	17:37415383-37558776	7.73357645841315
FBXL21	5:135266005-135287280	9.12035171641037
FBXL22	15:63889551-63894627	2.50525027746335
FBXL2	3:33318516-33445154	9.15061806328595
FBXL3	13:77566739-77601330	8.22652657981962
FBXL4	6:99316419-99395849	5.90111971832812
FBXL5	4:15606161-15683302	6.73483449500054
FBXL6	8:145579090-145583036	1.37435266980901
FBXL6	HG243_PATCH:145410333-145414279	0
FBXL7	5:15500304-15939900	7.60328352218494
FBXL8	16:67193833-67198473	6.73861867049709
FBXO10	9:37510888-37588871	7.39330720622092
FBXO11	2:48016454-48132932	0.678153054323047
FBXO15	18:71740587-71815100	4.18623947538435
FBXO16	8:28205803-28347835	1.70463481685147
FBXO17	19:39432043-39466550	4.82560894219205
FBXO18	10:5931534-5979556	1.31470791529864
FBXO2	1:11708423-11715842	4.76698020007461
FBXO21	12:117581145-117628336	4.71471030497923
FBXO22	15:76196199-76227609	7.84676363691688
FBXO24	7:100181604-100198740	2.75052924407646
FBXO25	8:356427-421225	1.26740240724757
FBXO27	19:39481353-39523425	4.79628577828407
FBXO28	1:224301788-224349749	0.501979920081794
FBXO30	6:146114637-146135889	2.84279188374057
FBXO3	11:33762484-33796089	9.25216560252011
FBXO31	16:87360592-87425748	8.37518416112289
FBXO32	8:124510128-124553446	9.62246136041358
FBXO33	14:39866872-39901704	2.11105511989444
FBXO34	14:55738020-55828636	0.405761494766921
FBXO36	2:230787017-230877825	8.76070654485375
FBXO36-IT1	2:230807443-230809853	0
FBXO38	5:147763497-147822399	1.06622696621343
FBXO39	17:6679541-6700420	5.72484521428123
FBXO40	3:121311965-121349139	2.43472389178351
FBXO41	2:73481809-73511559	2.45397592429072
FBXO42	1:16573333-16678949	6.46596773294732
FBXO43	8:101145587-101158028	8.615372099448
FBXO44	1:11714431-11723384	5.61304874252528
FBXO45	3:196295481-196315930	6.55540384119377
FBXO4	5:41925355-41941845	3.18295513279736
FBXO46	19:46213886-46234162	5.94814359443262
FBXO47	17:37092684-37123655	0
FBXO48	2:68686550-68694390	4.7023923904635
FBXO5	6:153291663-153304714	8.83785259444267
FBXO6	1:11724180-11734411	4.35627007856965
FBXO7	22:32870662-32894818	0.0455267517827451
FBXO8	4:175157808-175205415	7.67807854572311
FBXO9	6:52916788-52965671	0.937870815396309
FBXW10	17:18647325-18682662	7.50311714597046
FBXW11	5:171288552-171433877	3.9022902585566
FBXW11P1	21:32999439-33000913	0
FBXW12	3:48413708-48442666	0
FBXW2	9:123514255-123555690	9.36560984933749
FBXW4	10:103370422-103455052	0.955840621609241
FBXW4P1	22:23605322-23606541	8.94803887465969
FBXW5	9:139834886-139839148	8.5969497077167
FBXW7	4:153242409-153457253	9.30375898256898
FBXW8	12:117348760-117468953	3.15102532505989
FBXW9	19:12798866-12807457	6.78801001049578
FCAMR	1:207131309-207143970	0
FCAR	19:55385703-55401838	8.59157858416438
FCAR	HG1079_PATCH:55377502-55393727	0
FCAR	HSCHR19LRC_COX2_CTG1:55048401-55064587	0
FCAR	HSCHR19LRC_PGF1_CTG1:55307509-55323724	0
FCER1A	1:159259503-159278014	2.06511295167729
FCER1G	1:161185023-161190489	7.80221657361835
FCER2	19:7753643-7767032	4.2539249220863
FCF1	14:75179846-75203394	3.57756185112521
FCF1P10	6:113332138-113332617	0
FCF1P1	7:23658951-23662445	0
FCF1P2	3:48332282-48332865	4.21646654838696
FCF1P3	3:106567517-106568107	0
FCF1P4	X:110412448-110412631	0
FCF1P5	6:111674904-111675386	0
FCF1P6	1:50871101-50871696	0
FCF1P7	1:243430558-243431421	6.3153036753647
FCF1P8	4:56217978-56218575	0
FCF1P9	X:85736534-85736816	0
FCGBP	19:40353962-40440533	5.86236238712445
FCGR1A	1:149754226-149764074	0.808570734225214
FCGR1A	HG1287_PATCH:150469085-150478933	0
FCGR1B	1:120926978-120935937	1.5325999003835
FCGR1B	HG1292_PATCH:121629974-121638933	0
FCGR1C	1:149369293-149378365	3.38223217520863
FCGR1C	HG1287_PATCH:144561207-144569993	0
FCGR2A	1:161475219-161493803	2.21942425239831
FCGR2B	1:161551100-161648444	2.34554815804586
FCGR2C	1:161551128-161575452	3.71873340336606
FCGR3A	1:161511548-161600917	5.63347490504384
FCGR3B	1:161592985-161601753	9.13896824000403
FCGRT	19:50010072-50029590	5.24401965551078
FCHO1	19:17858526-17899377	5.64200473250821
FCHO2	5:72251807-72386349	5.49408840946853
FCHSD1	5:141018868-141030986	5.45649073086679
FCHSD2	11:72547789-72853306	1.76662802463397
FCN1	9:137801430-137809809	8.40179083868861
FCN2	9:137772653-137779924	0
FCN3	1:27695602-27701315	4.11703645484522
FCRL1	1:157764192-157789895	0
FCRL2	1:157715522-157746922	6.27645639702678
FCRL3	1:157644110-157670647	0.700738232117146
FCRL4	1:157543538-157567870	3.82818147307262
FCRL5	1:157483166-157522310	6.84321713401005
FCRL6	1:159770300-159786041	2.27606595261022
FCRLA	1:161676761-161684142	6.15786573383957
FCRLB	1:161691352-161697933	6.16828543134034
FDCSP	4:71091787-71100969	0
FDFT1	8:11653081-11696818	8.89707073569298
FDPS	1:155278538-155290457	3.67502664215863
FDPSP1	1:187532192-187533263	6.11290010623634
FDPSP2	7:76099478-76100375	3.44497086713091
FDPSP3	14:55351566-55352931	1.82946257293224
FDPSP4	15:43231507-43232556	0
FDPSP5	X:44335272-44336668	0
FDPSP6	21:21760645-21761157	0
FDPSP7	7:76597513-76598567	5.26231981581077
FDPSP8	1:211833530-211834619	0
FDX1	11:110300606-110335605	9.90936922375113
FDX1L	19:10420720-10426691	7.97591609181836
FDX1P1	20:33063728-33064279	8.18436221685261
FDX1P2	21:27064491-27064866	0
FDXACB1	11:111744779-111751967	8.58840899541974
FDXACB1	HG388_HG400_PATCH:111744778-111751966	0
FDXR	17:72858618-72869156	1.80844232672825
FECH	18:55215514-55254004	7.79219897463918
FECHP1	3:34914132-34915346	0
FEM1A	19:4791727-4795571	0
FEM1AP1	21:15134658-15136653	8.68717278819531
FEM1AP2	18:14391911-14393908	1.92507820669562
FEM1AP3	6:112686905-112688646	0
FEM1AP4	13:19239374-19241361	7.65240700449795
FEM1B	15:68570140-68588203	1.22207123786211
FEM1C	5:114856607-114880591	5.67996201571077
FEN1	11:61560108-61564716	9.08949892269447
FEN1P1	1:91793925-91795070	0
FENDRR	16:86508134-86542705	0.113078260328621
