gene_short_name	locus	expression
AC073464.4	2:95400399-95401589	0
AC073464.4	HG686_PATCH:95498402-95499591	0.6639
AC073464.6	2:95416326-95417038	0
AC073464.6	HG686_PATCH:95514328-95515040	5.29618
AC073464.7	2:95426518-95426861	0
AC073464.7	HG686_PATCH:95524520-95524863	3.60723
AC073465.1	2:174296076-174296540	0
AC073465.2	2:174342723-174343128	8.80271
AC073465.3	2:174350592-174351090	0
AC073508.1	17:38821875-38821975	1.35598
AC073528.1	12:77949296-77950568	0
AC073551.1	2:156889758-156890592	6.25864
AC073569.1	12:80198741-80202321	8.49227
AC073587.1	10:122223345-122223443	2.2685
AC073597.1	X:16393758-16393855	5.59238
AC073610.5	12:49315766-49333446	7.92716
AC073621.2	17:17325994-17327018	5.76457
AC073626.2	7:114054298-114059930	5.92195
AC073628.1	2:78143059-78145135	0
AC073635.5	7:76875656-76887440	0
AC073636.1	2:177710720-177714156	3.56945
AC073641.2	2:224830417-224832423	0
AC073647.1	7:141559617-141559669	9.98294
AC073647.2	HG7_PATCH:141559617-141559669	5.80885
AC073648.1	4:9025058-9025206	8.13913
AC073657.1	15:42073345-42076229	0.1194
AC073834.3	2:178467816-178483300	0.92022
AC073842.19	7:99728586-99738062	5.65878
AC073850.6	7:80291646-80291901	0.77607
AC073869.10	2:132137725-132138486	7.05631
AC073869.1	2:132118065-132121731	8.9004
AC073869.13	2:132126634-132127284	6.00442
AC073869.20	2:132200166-132202467	6.34093
AC073869.2	2:132109786-132110812	0
AC073869.7	2:132140215-132141634	3.01012
AC073869.8	2:132139412-132140070	0
AC073900.4	7:96830019-96830795	1.34486
AC073928.2	2:140861151-140889349	0.36015
AC073934.6	7:127284738-127292066	5.69919
AC073940.1	15:44564039-44564218	0
AC073957.15	7:1068660-1083527	2.11955
AC073958.2	7:85010433-85010691	7.80611
AC073973.1	2:195422897-195422998	0
AC073987.1	2:103726216-103792718	0
AC073987.2	2:103892361-103892596	5.14962
AC074008.1	2:73597146-73598020	6.72409
AC074011.2	2:28856147-28887406	0
AC074019.1	2:229548252-229549296	6.58913
AC074019.2	2:229216835-229217931	6.40556
AC074035.1	X:4636833-4636955	0
AC074051.1	16:5313223-5313372	0
AC074091.1	2:27804755-27804813	0.34909
AC074091.13	2:27928652-27938599	0
AC074117.10	2:27579112-27590489	7.74602
AC074117.13	2:27678022-27678729	4.99975
AC074121.4	7:98107862-98108537	7.05081
AC074129.1	5:38081773-38081845	1.17017
AC074138.3	19:37176341-37178351	0
AC074183.4	7:84568664-84569561	8.34156
AC074212.3	19:46236508-46267792	8.14733
AC074212.5	19:46268042-46273064	7.9207
AC074212.6	19:46271053-46275762	6.90329
AC074264.1	2:3020990-3021102	2.20229
AC074286.1	2:178148235-178257419	7.80489
AC074289.1	2:64370372-64479993	0
AC074290.1	2:194595278-194595413	5.3319
AC074323.1	10:80510358-80510454	0.98721
AC074338.4	7:33075823-33075994	6.08882
AC074338.5	7:33168599-33168755	0.37337
AC074363.1	2:168149680-168414843	8.72872
AC074366.3	2:38895829-38898563	2.79881
AC074367.1	2:63459587-63460712	2.16793
AC074375.1	2:42907227-42907419	0
AC074378.1	HSCHR4_1:69242119-69242246	9.30147
AC074389.1	7:1820329-1820427	1.29137
AC074389.5	7:1660289-1661041	7.28344
AC074389.6	7:1732445-1733961	8.12127
AC074389.7	7:1731541-1732086	0
AC074389.9	7:1778265-1781927	1.06552
AC074391.1	2:65663844-66311773	3.05162
AC074391.2	2:66268383-66268524	4.44508
AC078785.1	3:112811290-112811372	0
AC078794.1	3:122645842-122645968	6.52835
AC078816.1	3:150953731-150953822	0
AC078819.1	12:104378888-104378982	0
AC078828.1	3:99085644-99085733	3.65716
AC078842.3	7:137029675-137039229	9.4908
AC078842.4	7:137003338-137011700	9.16008
AC078851.1	2:140582464-140583446	9.2218
AC078851.2	2:140584260-140584350	0
AC078852.1	4:1350368-1351863	2.8127
AC078852.2	4:1352266-1353249	2.09221
AC078855.1	3:108039238-108039325	9.43019
AC078864.1	12:52504417-52504488	3.16048
AC078864.2	12:52507708-52507796	0.71442
AC078881.1	4:178465630-178465718	8.62829
AC078882.1	2:142888746-142895399	4.63415
AC078883.3	2:173328989-173330750	0
AC078883.4	2:173292501-173293331	4.48223
AC078889.1	12:66629335-66629402	0
AC078899.1	19:20368528-20370227	7.78227
AC078899.1	HG730_PATCH:20368528-20370227	0
AC078899.2	19:20378625-20379200	0.25055
AC078899.2	HG730_PATCH:20378625-20379200	0
AC078899.3	19:20405897-20414603	4.05639
AC078899.3	HG730_PATCH:20405897-20414603	0
AC078899.4	19:20359860-20361104	6.59159
AC078899.4	HG730_PATCH:20359860-20361104	2.06536
AC078899.5	19:20473326-20473432	9.08247
AC078899.6	HG730_PATCH:20473326-20473432	5.95113
AC078899.7	HG730_PATCH:20413398-20413481	0
AC078899.8	19:20413398-20413481	0
AC078917.1	12:79742098-79742171	2.63945
AC078925.1	12:131514220-131514769	0
AC078941.1	2:67350488-67442451	3.9107
AC078942.1	7:158330186-158332571	9.78713
AC078974.2	2:85295931-85296154	0
AC078988.1	X:28395079-28395178	6.13615
AC078993.1	X:16316512-16316597	0
AC079005.1	17:58888317-58888413	9.45758
AC079080.1	4:185188509-185188584	0
AC079112.1	2:68250825-68251898	0
AC079117.1	2:77213090-77236917	9.33119
AC079117.2	2:77247461-77247547	7.92682
AC079117.3	2:77268903-77268989	1.81187
AC079135.1	2:237076089-237203570	0
AC079140.1	4:218003-218112	0
AC079140.2	HG174_HG254_PATCH:224214-224323	0
AC079145.4	2:20189977-20203971	8.61177
AC079150.2	2:154064599-154064677	1.09683
AC079150.3	2:154194218-154213936	0.85481
AC079154.1	2:124774434-124782750	3.0913
AC079163.1	2:146358474-146360991	4.93007
AC079199.2	17:37995621-37995777	3.36366
AC079210.1	17:66539368-66542970	7.0141
AC079233.1	4:158281266-158281378	7.28678
AC079235.1	2:227988958-227989074	4.46089
AC079248.1	2:146583852-146585398	2.8414
AC079250.1	2:47917854-47918385	0
AC079298.1	4:155140060-155140145	5.10113
AC079305.10	2:178129086-178130243	7.67318
AC079305.11	2:177855235-178029244	8.30862
AC079305.5	2:178042422-178042983	1.75919
AC079305.8	2:178020349-178077390	8.22978
AC079325.5	17:72545537-72548876	1.46874
AC079325.6	17:72556854-72563482	7.62417
AC079340.1	4:153149619-153149686	9.36318
AC079341.1	4:122685739-122687962	0
AC079354.1	2:202937977-203062585	5.449
AC079354.2	2:203104291-203104435	5.45625
AC079354.3	2:202978348-202981781	1.5715
AC079354.5	2:203043382-203044114	0
AC079354.6	2:203096418-203096572	9.0962
AC079395.1	2:97684079-97684341	5.12786
AC079398.1	7:70775444-70775537	2.30077
AC079412.1	16:54583214-54583308	2.96509
AC079448.1	7:7333138-7333511	0
AC079466.1	19:29097594-29106136	2.03277
AC079467.1	5:66760349-66760436	5.99013
AC079584.2	2:144557035-144577168	2.51331
AC079586.1	2:129999745-130031421	0
AC079602.1	12:121407640-121410095	7.76662
AC079603.1	12:43685297-43685383	1.06755
AC079610.1	2:213446080-213886269	1.83829
AC079610.2	2:214141275-214148929	1.40573
AC079612.1	2:240499994-240507788	0
AC079612.2	2:240547391-240552533	0
AC079613.1	2:189463517-189704171	0.69586
AC079630.2	12:40550040-40561509	8.89665
AC079630.4	12:40579810-40617605	0
AC079741.2	7:112086218-112086430	0.6764
AC079742.4	7:6618195-6628605	5.23087
AC079753.1	2:113601887-113601988	7.60535
AC079753.4	2:113610904-113611699	5.01391
AC079753.5	2:113690201-113690748	9.70344
AC079756.1	7:9634246-9634353	0
AC079767.3	2:208519504-208519675	1.78122
AC079767.4	2:208527098-208531748	6.79393
AC079772.1	4:33538365-33538464	0.04914
AC079776.1	2:130626765-130635126	7.17229
AC079776.2	2:130680434-130691890	1.50693
AC079776.3	2:130680749-130704276	0
AC079776.4	2:130697420-130697790	5.83105
AC079776.6	2:130750174-130750678	0
AC079779.4	2:286418-301515	4.15484
AC079779.5	2:305110-314367	4.24432
AC079779.6	2:317911-342118	7.11982
AC079779.7	2:197568-202605	0
AC079780.3	7:23520371-23520578	4.33663
AC079781.1	7:97535283-97535431	0.8926
AC079781.5	7:97499478-97499601	0
AC079781.7	7:97537567-97537736	6.14307
AC079781.8	7:97567750-97568106	6.24029
AC079790.2	2:152954841-152965716	0
AC079799.2	7:82984469-82991582	0
AC079804.1	7:7034845-7034949	4.7844
AC079804.2	7:6918175-6918263	0
AC079807.1	2:48166876-48167357	4.69329
AC079807.2	2:48132816-48134949	0
AC079807.3	2:48110593-48111048	3.36122
AC079807.4	2:48168834-48468122	6.28432
AC079809.2	7:152841397-152841673	2.23984
AC079834.1	2:222457160-222457581	5.78047
AC079834.2	2:222384283-222384377	0
AC079896.1	2:82210395-82232824	4.74923
AC079922.2	2:113379385-113379744	8.45664
AC079922.3	2:113399408-113403267	8.91313
AC079949.1	12:127650615-127650672	9.32874
AC079987.2	7:83054195-83054318	0
AC079988.3	2:121935902-121940156	8.64301
AC080002.1	2:226857696-226857913	0
AC080008.1	3:124415784-124415883	0.82031
AC080032.1	15:94624326-94624420	6.75941
AC080037.1	17:70710521-70710610	9.13019
AC080080.1	7:18033057-18033123	1.98604
AC080094.1	2:17151300-17155764	5.9865
AC080125.1	2:186411861-186412545	0
AC083760.1	18:41619435-41620105	2.00702
AC083799.1	3:129565892-129566800	0
AC083810.1	12:82658721-82658823	5.32255
AC083811.1	12:82736374-82736489	0
AC083822.2	3:196150192-196150393	0
AC083829.1	4:89415083-89415168	1.46929
AC083843.1	8:135804262-135810515	0.8858
AC083843.2	8:135844989-135846725	1.59768
AC083843.3	8:135850311-135854880	0
AC083855.5	3:11332091-11332349	9.56256
AC083862.1	7:134832796-134832916	3.15683
AC083862.6	7:134813195-134814437	0
AC083863.5	7:32991037-32991268	0
AC083864.3	7:36069220-36095041	1.10795
AC083867.4	7:137848185-137849383	6.2772
AC083873.4	7:132854173-132855272	0.91586
AC083875.1	7:132947394-132947485	1.24823
AC083875.2	7:132999762-133000167	0
AC083884.8	7:74103272-74143339	2.51127
AC083899.1	2:87448235-87449611	0.04341
AC083899.3	2:87352512-87423770	6.81297
AC083900.1	2:208733305-208734639	8.55837
AC083906.1	3:129752300-129752388	0
AC083906.2	3:129815215-129815281	7.62954
AC083908.1	3:130907154-130907242	1.21581
AC083939.1	2:35696781-35696907	5.89426
AC083949.1	2:42370377-42397441	0
AC084010.1	4:42448006-42448089	0
AC084018.1	12:122233172-122241812	6.28846
AC084082.3	8:67024901-67027440	0
AC084117.3	11:18427155-18428278	6.86048
AC084121.14	8:7554351-7554615	0
AC084121.17	8:7651237-7653392	0.40761
AC084125.1	8:145774890-145775057	2.46049
AC084125.2	8:145784428-145784599	7.09305
AC084125.3	8:145792690-145792776	0
AC084125.4	8:145660601-145665354	0
AC084149.1	2:77899340-77900918	0
AC084149.2	2:77879538-77881794	8.03206
AC084193.1	2:80926512-81097315	4.96814
AC084209.1	4:109498227-109498296	5.96318
AC084219.3	19:44598502-44603864	1.74618
AC084219.4	19:44609615-44617298	3.93553
AC084262.1	8:29127490-29127578	0
AC084262.2	8:29171272-29171365	2.70165
AC084262.3	8:29180780-29180873	0
AC084290.2	12:40680090-40680464	3.20733
AC084357.1	12:64224533-64224603	1.0861
AC084368.1	7:95936071-95936172	4.74966
AC084809.2	17:31203776-31205655	0
AC084809.3	17:31232679-31233602	0
AC084859.1	11:12985186-12985238	0.18128
AC084872.1	7:146593688-146593785	3.46743
AC084882.1	15:47534400-47534476	3.79705
AC087069.1	7:36681751-36681849	0.38743
AC087073.1	2:52600255-52617150	4.58851
AC087163.2	17:17913956-17915136	7.27926
AC087163.3	17:17884505-17884886	9.44728
AC087203.1	8:12280512-12280578	4.15645
AC087237.1	12:20125798-20125915	1.26355
AC087239.1	12:25381514-25390840	0
AC087269.1	8:8559665-8561616	6.59833
AC087269.2	8:8490973-8491058	0
AC087294.2	17:21117643-21133348	8.41275
AC087380.14	11:5539670-5546185	2.53467
AC087393.1	17:20978868-20993928	3.92005
AC087430.1	3:1049818-1054618	9.1942
AC087431.1	3:659471-659997	2.09578
AC087433.1	15:47249730-47249815	2.12709
AC087477.1	15:96904486-96904900	2.19792
AC087491.2	17:37775865-37778766	8.98601
AC087499.10	17:20516224-20536547	0
AC087499.4	17:20498843-20499021	9.10465
AC087499.5	17:20515979-20517321	4.35787
AC087499.7	17:20550599-20585112	3.40616
AC087499.8	17:20613737-20613846	6.02192
AC087499.9	17:20512774-20512923	0
AC087501.1	17:9355513-9373331	0
AC087645.1	17:76210461-76220740	0
AC087650.1	17:41553565-41554033	0.56315
AC087738.1	15:84284937-84285010	6.64538
AC087793.1	8:144397090-144397176	6.56757
AC087897.1	12:38866645-38866722	0
AC089999.1	12:113596555-113596917	7.805
AC090015.1	12:74411554-74411636	0
AC090018.1	3:195288084-195288450	1.92381
AC090043.1	3:1637460-1637929	0
AC090044.1	3:577913-887698	3.14815
AC090044.2	3:898806-899774	0
AC090051.1	12:105345537-105345624	0
AC090079.1	17:51614873-51614965	7.72133
AC090099.1	11:18204622-18204712	9.19197
AC090099.2	11:18210434-18211041	8.16303
AC090103.1	8:25798738-25801385	4.07851
AC090133.1	8:12763346-12763430	9.85687
AC090150.1	8:27005220-27005309	0
AC090186.1	8:52730142-52730969	3.31192
AC090206.1	18:24166677-24166762	0
AC090283.3	17:38843289-38845612	0
AC090286.2	17:18811591-18812178	6.25894
AC090286.4	17:18854937-18857462	9.5794
AC090324.1	18:55684015-55684116	0
AC090340.1	18:55103052-55103112	7.17766
AC090349.1	18:26675538-26675643	3.60911
AC090420.1	8:18667009-18667136	0
AC090425.1	3:179343365-179345434	1.98046
AC090427.1	19:14834746-14835121	4.59948
AC090453.1	8:36845494-36845930	6.53484
AC090505.1	3:194548618-194553321	9.18529
AC090505.4	3:194485966-194489441	7.9459
AC090505.5	3:194476317-194478151	5.40745
AC090505.6	3:194429149-194502897	8.50234
AC090519.1	15:44595114-44595293	3.57959
AC090519.2	15:44571084-44571275	5.23058
AC090519.3	15:44614379-44614557	0
AC090519.4	15:44603872-44604051	2.45002
AC090519.5	15:44603028-44603177	4.61064
AC090519.6	15:44589781-44590272	5.28885
AC090519.7	15:44575956-44576117	6.24385
AC090559.1	11:47507373-47507465	0
AC090559.2	11:47407632-47407733	1.24513
AC090571.1	8:41818757-41820184	0.33546
AC090573.1	8:127153919-127154003	3.74209
AC090574.1	8:70850402-70850635	6.40631
AC090587.2	11:3837981-3843130	0
AC090587.4	11:3875841-3876629	1.67863
AC090587.5	11:3875547-3876739	0
AC090602.2	15:25156020-25156272	8.99721
AC090616.2	17:30468244-30470154	7.3991
AC090617.1	17:2116990-2117708	0.35208
AC090625.1	11:35395811-35396021	0
AC090627.1	17:46371708-46386124	7.60662
AC090644.1	3:17177141-17177214	8.40308
AC090660.1	18:50463663-50463773	2.24787
AC090666.1	18:51612955-51613026	0.8186
AC090673.1	12:66251792-66251912	5.24015
AC090673.2	12:66291517-66317967	0
AC090692.1	11:35882203-35882294	0
AC090696.2	15:28020766-28021944	1.79475
AC090720.1	11:40635651-40635765	8.29383
AC090774.2	17:20859994-20861717	4.66026
AC090804.1	11:3913622-3914120	0
AC090825.1	15:100332501-100332584	0.86322
AC090825.2	15:100291923-100292010	9.79685
AC090841.1	3:10523646-10523709	0
AC090939.1	3:11761929-11766453	6.45268
AC090945.1	3:15919553-15921078	9.3223
AC090952.5	3:14689700-14690939	9.60436
AC090953.1	3:16269420-16269957	4.3824
AC090954.1	3:15175889-15176037	7.76548
AC090954.5	3:15173354-15173715	8.12166
AC090955.5	3:5141311-5141546	0
AC090957.2	3:14806458-14808947	4.54022
AC090958.5	3:11951107-11952239	3.90696
AC090958.5	HSCHR3_1_CTG1:11953028-11954160	8.40043
AC090960.1	3:17374617-17374923	8.79915
AC091038.1	18:19356838-19356938	4.85016
AC091042.1	18:64963518-64963619	9.30039
AC091043.1	18:19579529-19579612	6.73608
AC091069.1	3:6249955-6250258	0
AC091096.1	8:93647562-93647693	0
AC091132.1	17:43530209-43541431	2.13231
AC091132.2	17:43494178-43494272	0.82445
AC091133.1	17:47009152-47014462	0
AC091150.1	18:45778671-45779208	3.83289
AC091153.4	17:4578673-4600126	3.95451
AC091167.1	15:90838272-90838355	0
AC091167.3	15:90835193-90838915	6.62655
AC091171.1	8:21960467-21961890	0
AC091177.1	17:29283297-29283979	8.56721
AC091178.1	17:37237317-37237440	7.20076
AC091199.1	17:36158868-36162759	5.55895
AC091304.1	15:28633514-28633597	5.28203
AC091320.1	7:119209293-119209370	0
AC091320.2	7:119124378-119124463	5.85049
AC091321.1	18:27063292-27063388	9.12219
AC091390.1	HG115_PATCH:101936382-101936467	0
AC091390.2	HG115_PATCH:101993748-101995253	1.31801
AC091487.1	10:86623020-86623118	0
AC091492.2	3:12369501-12369773	7.05855
AC091493.1	3:16734251-16735709	0
AC091493.2	3:16729492-16738986	2.63333
AC091517.1	12:60420551-60420638	0
AC091559.1	8:15379392-15379475	0
AC091565.1	15:23264865-23264948	0
AC091633.2	3:195281427-195281901	6.53005
AC091633.3	3:195270870-195277400	2.43567
AC091643.1	18:64320645-64320738	8.74313
AC091652.2	7:153146513-153146960	5.38332
AC091654.7	7:98083430-98083929	0.044
AC091697.1	7:18336961-18337059	8.77892
AC091705.1	7:25587381-25590682	9.33651
AC091705.2	7:25610287-25610378	5.6671
AC091729.7	7:1114085-1117672	5.28905
AC091729.8	7:1120498-1121814	0
AC091729.9	7:1200009-1204903	3.68715
AC091736.1	7:135482753-135482857	0
AC091738.1	HG1257_PATCH:72138046-72138146	4.29629
AC091738.2	7:72138046-72138146	2.61019
AC091738.3	HG1257_PATCH:72039492-72293191	0.29821
AC091770.3	7:48700170-48702901	0
AC091801.1	7:3179867-3214287	8.80363
AC091813.2	7:79173226-79174169	6.72664
AC091814.2	12:10089177-10096094	0
AC091814.3	12:10100735-10105935	0
AC091866.1	5:50357302-50357391	2.58407
AC091878.1	5:17130136-17217156	3.811
AC091948.1	5:147698549-147701891	0
AC091962.3	5:153266987-153278547	3.80563
AC091969.1	5:151998524-152603103	0
AC092013.1	7:85265328-85265660	5.99924
AC092017.1	1:211384330-211384424	5.86831
AC092022.1	7:84295239-84295324	0
AC092038.1	3:23440990-23441060	7.56277
AC092038.2	3:23521987-23522069	7.59467
AC092048.1	3:42463637-42463730	9.17636
AC092066.6	19:45268404-45268721	4.8132
AC092069.1	19:13069668-13069761	4.71017
AC092071.1	19:41452251-41453355	8.77854
AC092104.1	7:7106997-7107080	0
AC092104.2	7:7106241-7106323	4.22495
AC092104.3	7:7107674-7107757	2.92477
AC092104.4	7:7108453-7108535	3.74607
AC092104.5	7:7107817-7107900	0
AC092106.1	2:106869686-106870173	1.72462
AC092106.2	2:106863824-106864197	0
AC092111.1	12:8382367-8382433	0
AC092117.1	16:2763019-2763101	4.56869
AC092117.2	16:2819872-2819950	7.98134
AC092118.1	HG1208_PATCH:57847691-57850839	4.88955
AC092122.1	16:9407691-9407761	0
AC092122.2	16:9407763-9407831	0
AC092143.1	16:89985272-89987375	2.60442
AC092155.1	2:62759717-62760194	1.87219
AC092155.4	2:62817389-62889789	8.64229
AC092156.3	2:140974565-140974808	0.877
AC092159.2	2:677185-697371	1.67012
AC092159.3	2:692082-693235	1.30488
AC092162.1	2:177588995-177684038	3.8593
AC092162.2	2:177674153-177674587	0
AC092168.2	2:101439122-101463682	0
AC092168.3	2:101286353-101292500	0.42011
AC092168.4	2:101338682-101339344	1.19791
AC092170.1	2:117938467-117939138	6.27508
AC092171.2	7:5459476-5462753	2.79838
AC092171.4	7:5515434-5519442	6.4181
AC092174.1	7:39333905-39334005	6.90645
AC092192.1	19:176906-177913	3.06499
AC092198.1	X:39868528-39871435	0
AC092265.1	1:30117391-30117525	4.93471
AC092287.1	16:18941517-18941604	0
AC092289.1	16:72613440-72613536	4.71673
AC092291.1	16:14548060-14548155	0
AC092291.2	16:14564841-14565054	5.78446
AC092295.4	19:37019219-37026137	8.95126
AC092295.7	19:37063971-37085610	0
AC092296.1	19:36821350-36821449	9.76612
AC092299.6	19:182672-196756	4.65057
AC092299.7	19:197954-200775	0
AC092299.8	19:197074-199431	7.38537
AC092301.3	19:46333421-46334366	8.14494
AC092316.1	19:8614389-8615023	7.6819
AC092316.2	19:8611742-8611812	6.66241
AC092329.1	19:23369033-23369139	9.49669
AC092332.1	16:80699357-80699460	3.87252
AC092338.5	16:22393756-22418749	9.05953
AC092364.1	HSCHR19_2_CTG3:21889687-21889796	9.05442
AC092364.2	19:21935812-21935885	0.44253
AC092364.3	HSCHR19_2_CTG3:21945291-21945364	8.86302
AC092364.4	19:21880208-21880317	0
AC092377.1	16:85475028-85475098	2.79892
AC092380.1	16:13137328-13137433	8.35472
AC092384.1	16:88894365-88894545	0
AC092415.1	3:28038700-28070095	9.37315
AC092421.1	3:22711691-22712202	0
AC092431.2	2:69824484-69826083	0
AC092431.3	2:69927323-69940979	5.17011
AC092463.1	4:6955015-6955101	7.53941
AC092484.1	2:146326861-146345592	9.46588
AC092535.3	4:1145159-1147489	8.30311
AC092566.1	19:8786678-8786903	6.08891
AC092566.1	HG729_PATCH:8741727-8741952	4.89677
AC092568.1	2:104110698-104112300	0
AC092569.2	2:30969309-30969567	9.07847
AC092570.1	2:101992048-101992517	5.98895
AC092570.2	2:102095851-102103284	0.12778
AC092570.3	2:102125991-102126684	8.28761
AC092570.4	2:102137295-102138438	0
AC092573.2	2:174202946-174220936	0.44131
AC092574.1	4:403597-403704	8.00824
AC092574.2	4:461316-461425	6.48212
AC092574.3	HG174_HG254_PATCH:467527-467636	4.66167
AC092574.4	HG174_HG254_PATCH:409808-409915	1.47009
AC092576.1	2:236235001-236235095	0
AC092578.1	2:143300986-143301544	0.79008
AC092580.1	2:7876568-7877226	1.5936
AC092580.2	2:7875775-7875914	1.35114
AC092580.3	2:7811734-7812377	8.48304
AC092580.4	2:7865931-7870836	0
AC092594.1	2:19167728-19546509	4.3279
AC092597.3	4:47558747-47562276	0
AC092601.1	2:167746011-167746394	0
AC092610.12	7:4905062-4905435	9.28021
AC092614.2	2:192093890-192110898	0
AC092620.2	2:139326659-139332028	6.1303
AC092620.3	2:139362079-139370737	0
AC092625.1	2:155822024-155824515	2.25359
AC092628.3	7:154898109-154898361	9.09359
AC092634.1	7:63361445-63361511	6.53541
AC092634.2	7:63387213-63387279	8.59922
AC092635.1	2:13677797-13749293	5.56515
AC092638.1	2:194121207-194122482	2.05807
AC092638.2	2:194141392-194142339	3.32433
AC092641.2	2:170933733-170934804	0
AC092642.1	2:180678977-180679402	9.04203
AC092646.1	2:124452877-124454972	1.16289
AC092646.2	2:124519746-124520647	4.38297
AC092646.3	2:124439682-124439791	8.77822
AC092651.1	2:87345656-87348103	6.93186
AC092652.1	2:144398324-144413748	9.97419
AC092653.5	2:73927753-73928432	7.07626
AC092657.2	7:46341717-46383219	0.44265
AC092660.1	2:78825036-78826532	1.9038
AC092661.1	4:118349551-118612343	3.76759
AC092662.2	2:156119969-156120236	0.1054
AC092662.6	2:156170577-156170880	0
AC092664.1	2:110941630-110942756	3.31501
AC092667.2	2:100721380-100723966	9.5664
AC092669.1	2:66666574-66668968	9.31686
AC092669.2	2:66554480-66555973	4.82703
AC092669.3	2:66610437-66619582	3.70199
AC092669.6	2:66554480-66556116	7.05735
AC092675.1	2:98913400-98913488	3.34259
AC092675.3	2:98947851-98972468	1.25597
AC092675.4	2:98963457-98967603	6.68382
AC092684.1	2:164606082-165208733	0
AC092685.1	7:64728308-64728404	8.26908
AC092687.3	2:10857898-10861078	8.20719
AC092687.4	2:10987702-10995081	7.25514
AC092687.5	2:10729291-10744956	8.94302
AC092724.1	16:77744197-77744281	0.17504
AC092745.1	12:8476926-8477027	4.52885
AC092755.4	15:59936496-59964501	1.15885
AC092756.1	15:59508844-59508925	0
AC092757.1	15:59443176-59443267	5.98005
AC092765.1	1:222186348-222186432	0.19694
AC092782.1	1:243388057-243395911	6.76624
AC092786.1	2:137402677-137402762	5.51389
AC092796.1	3:29839142-29839316	0
AC092798.1	3:25810150-25810202	0
AC092798.2	3:25790978-25791387	0
AC092811.1	1:225600403-225602040	4.55275
AC092812.1	1:96352095-96352182	1.39344
AC092832.1	X:22655108-22655194	3.04233
AC092835.2	2:95873282-95881351	4.39167
AC092839.3	2:54743184-54767834	0
AC092839.4	2:54772504-54773814	8.37809
AC092841.1	2:162775291-162775376	0
AC092846.1	4:24422798-24422924	4.36051
AC092846.2	4:24431454-24431523	9.0165
AC092849.1	7:100081380-100081466	3.75987
AC092850.1	12:131780066-131782763	0
AC092865.1	12:8519281-8519427	9.23
AC092865.2	12:8579195-8579283	0
AC092902.1	3:125551271-125551371	0
AC092905.1	3:109216491-109216576	3.68168
AC092925.1	3:147629192-147629288	7.3777
AC092933.3	3:196263402-196263573	7.28109
AC092933.4	3:196254209-196255662	0
AC092958.1	3:147798619-147798709	0
AC092962.1	3:163373091-163373169	0
AC092964.1	3:172034217-172039513	0
AC092964.2	3:172019437-172019686	0.28408
AC092965.1	3:166743200-166743287	0.85846
AC092988.1	3:140122261-140122345	0
AC092989.1	3:135656149-135656226	0
AC093004.1	3:130088069-130088187	0
AC093063.2	19:40184564-40186898	0
AC093063.3	19:40175883-40185217	6.73025
AC093074.1	19:28885757-28887335	8.10327
AC093084.1	2:147234994-147235681	3.95461
AC093106.4	7:131350265-131350617	1.48312
AC093106.5	7:131438504-131439011	2.72363
AC093106.6	7:131387027-131387412	4.09702
AC093106.7	7:131346710-131347383	9.82255
AC093107.7	7:135344786-135345401	0.81545
AC093110.3	2:54888147-54889929	4.63575
AC093142.2	3:28489215-28489564	0
AC093157.1	1:101455760-101457653	9.11007
AC093159.1	2:62690261-62691205	0.37115
AC093162.1	2:85526156-85526241	5.78756
AC093162.3	2:85489266-85489390	6.17573
AC093162.5	2:85542163-85543652	5.64462
AC093165.1	2:55335845-55335939	0
AC093166.1	2:112432602-112432920	0.92403
AC093166.2	2:112475084-112475414	5.86996
AC093166.3	2:112500162-112502239	2.74064
AC093166.4	2:112623374-112623982	3.71728
AC093267.1	5:122112125-122112222	0
AC093304.1	5:167297549-167297670	4.4092
AC093311.1	5:93914473-93914555	1.0699
AC093323.1	4:6693781-6694189	7.99726
AC093323.3	4:6675177-6677774	5.51757
AC093326.1	2:490943-492655	5.49912
AC093326.2	2:545804-546667	5.23337
AC093326.3	2:558203-578145	0
AC093334.1	15:67263383-67263457	0
AC093375.1	2:156868128-156881125	9.27725
AC093376.1	7:5315966-5316046	0.06159
AC093381.2	2:213660054-213683986	0
AC093382.1	2:216804030-216806442	1.90725
AC093388.3	2:191399580-191432828	8.71905
AC093390.1	2:1828183-1832439	1.43062
AC093391.2	2:136742745-136779888	3.31143
AC093415.2	3:37786922-37903271	0
AC093430.1	1:79600817-79600911	6.24388
AC093484.4	17:16330787-16332033	0
AC093495.4	3:14186222-14189784	0
AC093510.1	5:89705816-89706485	0.82625
AC093515.1	16:7949339-7949433	8.46523
AC093577.1	1:93447793-93447865	0.74361
AC093585.6	2:241949461-241950161	0
AC093590.1	2:200472790-200523855	1.90974
AC093602.1	4:139938646-139938733	1.98353
AC093609.1	2:43324883-43329829	1.12985
AC093611.1	3:13779557-13779629	0
AC093611.2	3:13759416-13759507	0
AC093616.4	2:88000502-88038766	5.50667
AC093620.5	7:5459457-5460398	5.82641
AC093627.10	7:149596-155465	7.64988
AC093627.11	7:174919-176013	0
AC093627.12	7:182934-194180	3.94733
AC093627.7	7:70971-71835	0
AC093627.8	7:77037-80418	4.83675
AC093627.9	7:135852-149466	6.65615
AC093628.1	4:105412032-105412111	7.1718
AC093639.1	2:184769255-184813839	1.30398
AC093642.3	2:242912833-242919427	0
